code,name,department_id
76036,ANDALUCÍA,24
76041,ANSERMANUEVO,24
76054,ARGELIA,24
76100,BOLÍVAR,24
76109,BUENAVENTURA,24
76111,GUADALAJARA DE BUGA,24
76113,BUGALAGRANDE,24
76122,CAICEDONIA,24
76126,CALIMA,24
76130,CANDELARIA,24
76147,CARTAGO,24
76233,DAGUA,24
76243,EL ÁGUILA,24
76246,EL CAIRO,24
76248,EL CERRITO,24
76250,EL DOVIO,24
76275,FLORIDA,24
76306,GINEBRA,24
76318,GUACARÍ,24
76364,JAMUNDÍ,24
76377,LA CUMBRE,24
76400,LA UNIÓN,24
76403,LA VICTORIA,24
76497,OBANDO,24
76520,PALMIRA,24
76563,PRADERA,24
76606,RESTREPO,24
76616,RIOFRÍO,24
76622,ROLDANILLO,24
76670,SAN PEDRO,24
76736,SEVILLA,24
76823,TORO,24
76828,TRUJILLO,24
76834,TULUÁ,24
76845,ULLOA,24
76863,VERSALLES,24
76869,VIJES,24
76890,YOTOCO,24
76892,YUMBO,24
76895,ZARZAL,24
81001,ARAUCA,25
81065,ARAUQUITA,25
81220,CRAVO NORTE,25
81300,FORTUL,25
81591,PUERTO RONDÓN,25
81736,SARAVENA,25
81794,TAME,25
85001,YOPAL,26
85010,AGUAZUL,26
85015,CHÁMEZA,26
85125,HATO COROZAL,26
85136,LA SALINA,26
85139,MANÍ,26
85162,MONTERREY,26
85225,NUNCHÍA,26
85230,OROCUÉ,26
85250,PAZ DE ARIPORO,26
85263,PORE,26
85279,RECETOR,26
85300,SABANALARGA,26
85315,SÁCAMA,26
85325,SAN LUIS DE PALENQUE,26
85400,TÁMARA,26
85410,TAURAMENA,26
85430,TRINIDAD,26
85440,VILLANUEVA,26
86001,MOCOA,27
86219,COLÓN,27
86320,ORITO,27
86568,PUERTO ASÍS,27
86569,PUERTO CAICEDO,27
86571,PUERTO GUZMÁN,27
86573,PUERTO LEGUÍZAMO,27
86749,SIBUNDOY,27
86755,SAN FRANCISCO,27
86757,SAN MIGUEL,27
86760,SANTIAGO,27
86865,VALLE DEL GUAMUEZ,27
86885,VILLAGARZÓN,27
88001,SAN ANDRÉS,28
88564,PROVIDENCIA,28
91001,LETICIA,29
91263,EL ENCANTO,29
91405,LA CHORRERA,29
91407,LA PEDRERA,29
91430,LA VICTORIA,29
91460,MIRITÍ - PARANÁ,29
91530,PUERTO ALEGRÍA,29
91536,PUERTO ARICA,29
91540,PUERTO NARIÑO,29
91669,PUERTO SANTANDER,29
91798,TARAPACÁ,29
94001,INÍRIDA,30
94343,BARRANCOMINAS,30
94883,SAN FELIPE,30
94884,PUERTO COLOMBIA,30
94885,LA GUADALUPE,30
94886,CACAHUAL,30
94887,PANA PANA,30
94888,MORICHAL,30
95001,SAN JOSÉ DEL GUAVIARE,31
95015,CALAMAR,31
95025,EL RETORNO,31
95200,MIRAFLORES,31
97001,MITÚ,32
97161,CARURÚ,32
97511,PACOA,32
97666,TARAIRA,32
97777,PAPUNAHUA,32
97889,YAVARATÉ,32
99001,PUERTO CARREÑO,33
99524,LA PRIMAVERA,33
99624,SANTA ROSALÍA,33
99773,CUMARIBO,33
